Unnamed: 0,text,code,task_id,modified
879,This is  a C++ function to find number of solutions in quadratic equation.,"```
#include <string>

std::string Check_Solution(int a, int b, int c) { 
    if ((b * b) - (4 * a * c) > 0) { 
        return ""2 solutions""; 
    } else if ((b * b) - (4 * a * c) == 0) { 
        return ""1 solution""; 
    } else { 
        return ""No solutions""; 
    } 
}
```",880,"[assert(Check_Solution(2, 5, 2) == ""2 solutions"");, assert(Check_Solution(1, 1, 1) == ""No solutions"");, assert(Check_Solution(1, 2, 1) == ""1 solution"");]"
880,This is  a function to find the sum of first even and odd number of a given list.,"```
#include <iostream>
#include <vector>

int sum_even_odd(const std::vector<int> list1) {
    int first_even = -1;
    int first_odd = -1;

    for (int el : list1) {
        if (el % 2 == 0 && first_even == -1) {
            first_even = el;
        }
        if (el % 2 != 0 && first_odd == -1) {
            first_odd = el;
        }
        if (first_even != -1 && first_odd != -1) {
            break;
        }
    }

    return first_even + first_odd;
}```",881,"[assert(sum_even_odd({ 1, 3, 5, 7, 4, 1, 6, 8 }) == 5);, assert(sum_even_odd({ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 }) == 3);, assert(sum_even_odd({ 1, 5, 7, 9, 10 }) == 11);]"
881,This is  a function to caluclate perimeter of a parallelogram.,"```
#include <utility>

int parallelogram_perimeter(int b, int h) {
    int perimeter = 2 * (b + h);
    return perimeter; // Return perimeter as a pair
}```",882,"[assert(parallelogram_perimeter(10, 20) == 60);, assert(parallelogram_perimeter(15, 20) == 70);, assert(parallelogram_perimeter(8, 9) == 34);]"
882,This is  a function to find numbers divisible by m and n from a list of numbers using lambda function.,"```
#include <vector>
#include <algorithm>

std::pair<std::vector<int>, std::vector<int>> div_of_nums(const std::vector<int>& nums, int m, int n) {
    std::vector<int> result;
    std::copy_if(nums.begin(), nums.end(), std::back_inserter(result), [m, n](int x) {
        return (x % m == 0 && x % n == 0);
    });
    return {result};
}
```",883,"[assert((div_of_nums({ 19, 65, 57, 39, 152, 639, 121, 44, 90, 190 }, 2, 4) == std::vector<int>{152, 44}));, assert(div_of_nums({ 1, 2, 3, 5, 7, 8, 10 }, 2, 5) == std::vector<int>{10});, assert((div_of_nums({ 10, 15, 14, 13, 18, 12, 20 }, 10, 5) == std::vector<int>{10, 20}));]"
883,This is  a C++ function to check whether all the bits are within a given range or not.,"```
bool all_Bits_Set_In_The_Given_Range(int n, int l, int r) {
    int num = ((1 << r) - 1) ^ ((1 << (l - 1)) - 1);
    int new_num = n & num;
    return (num == new_num);
}
```",884,"[assert(all_Bits_Set_In_The_Given_Range(10, 2, 1) == true);, assert(all_Bits_Set_In_The_Given_Range(5, 2, 4) == false);, assert(all_Bits_Set_In_The_Given_Range(22, 2, 3) == true);]"
884,This is  a C++ function to check whether the two given strings are isomorphic to each other or not.,"```
#include <iostream>
#include <unordered_map>
#include <vector>
#include <algorithm>

bool is_Isomorphic(const std::string& str1, const std::string& str2) {
    std::unordered_map<char, std::vector<int>> dict_str1;
    std::unordered_map<char, std::vector<int>> dict_str2;

    for (size_t i = 0; i < str1.size(); ++i) {
        dict_str1[str1[i]].push_back(i);
    }
    for (size_t j = 0; j < str2.size(); ++j) {
        dict_str2[str2[j]].push_back(j);
    }

    std::vector<std::vector<int>> values1, values2;
    for (const auto& pair : dict_str1) {
        values1.push_back(pair.second);
    }
    for (const auto& pair : dict_str2) {
        values2.push_back(pair.second);
    }

    std::sort(values1.begin(), values1.end());
    std::sort(values2.begin(), values2.end());

    return values1 == values2;
}
```",885,"[assert(is_Isomorphic(""paper"", ""title"") == true);, assert(is_Isomorphic(""ab"", ""ba"") == true);, assert(is_Isomorphic(""ab"", ""aa"") == false);]"
885,This is  a function to add all the numbers in a list and divide it with the length of the list.,"```
#include <vector>
#include <cassert>
#include <iostream>

double sum_num(const std::vector<int>& numbers) {
    double total = 0;
    for (int x : numbers) {
        total += x;
    }
    return total / numbers.size();
}
```",886,"[assert(sum_num({ 8, 2, 3, 0, 7 }) == 4.0);, assert(sum_num({ -10, -20, -30 }) == -20.0);, assert(sum_num({ 19, 15, 18 }) == 17.333333333333332);]"
886,This is  a C++ function to check whether the given number is odd or not using bitwise operator.,"```
bool is_odd(int n) {
    if ((n ^ 1) == (n - 1)) {
        return true;
    } else {
        return false;
    }
}
```",887,"[assert(is_odd(5) == true);, assert(is_odd(6) == false);, assert(is_odd(7) == true);]"
887,This is  a function to substract the elements of the given nested tuples.,"```
#include <tuple>
#include <vector>
#include <iostream>

std::vector<std::tuple<int, int>> subtract_elements(const std::vector<std::tuple<int, int>>& test_tup1, const std::vector<std::tuple<int, int>>& test_tup2) {
    std::vector<std::tuple<int, int>> res;

    for (size_t i = 0; i < test_tup1.size(); ++i) {
        int a = std::get<0>(test_tup1[i]) - std::get<0>(test_tup2[i]);
        int b = std::get<1>(test_tup1[i]) - std::get<1>(test_tup2[i]);
        res.emplace_back(a, b);
    }

    return res;
}
```",888,"[assert(substract_elements({{1, 3}, {4, 5}, {2, 9}, {1, 10}}, {{6, 7}, {3, 9}, {1, 1}, {7, 3}}) == std::vector<std::tuple<int, int>>{{-5, -4}, {1, -4}, {1, 8}, {-6, 7}});, assert(substract_elements({{13, 4}, {14, 6}, {13, 10}, {12, 11}}, {{19, 8}, {14, 10}, {12, 2}, {18, 4}}) == std::vector<std::tuple<int, int>>{{-6, -4}, {0, -4}, {1, 8}, {-6, 7}});, assert(substract_elements({{19, 5}, {18, 7}, {19, 11}, {17, 12}}, {{12, 9}, {17, 11}, {13, 3}, {19, 5}}) == std::vector<std::tuple<int, int>>{{7, -4}, {1, -4}, {6, 8}, {-2, 7}});]"
889,This is  a C++ function to find the index of an extra element present in one sorted array.,"```
#include <vector>

int find_Extra(std::vector<int> arr1, std::vector<int> arr2, int n) {
    for (int i = 0; i < n; i++) {
        if (arr1[i] != arr2[i]) {
            return i;
        }
    }
    return n;
}```",890,"[assert(find_Extra({ 1, 2, 3, 4 }, { 1, 2, 3 }, 3) == 3);, assert(find_Extra({ 2, 4, 6, 8, 10 }, { 2, 4, 6, 8 }, 4) == 4);, assert(find_Extra({ 1, 3, 5, 7, 9, 11 }, { 1, 3, 5, 7, 9 }, 5) == 5);]"
890,This is  a C++ function to check whether the given two numbers have same number of digits or not.,"```
bool same_Length(int A, int B) { 
    while (A > 0 && B > 0) { 
        A = A / 10; 
        B = B / 10; 
    } 
    if (A == 0 && B == 0) { 
        return true; 
    } 
    return false; 
}
```",891,"[assert(same_Length(12, 1) == false);, assert(same_Length(2, 2) == true);, assert(same_Length(10, 20) == true);]"
891,This is  a function to remove multiple spaces in a string.,"```
#include <regex>
#include <string>

std::string remove_spaces(const std::string& text) {
    std::regex ws_re(""\\s+"");
    return std::regex_replace(text, ws_re, "" "");
}
```",892,"[assert(remove_spaces(""C++  program"") == ""C++ program"");, assert(remove_spaces(""C++   programming    language"") == ""C++ programming language"");, assert(remove_spaces(""C++                     program"") == ""C++ program"");]"
893,This is  a function to convert the given string of float type into tuple.,"```
#include <iostream>
#include <sstream>
#include <vector>
#include <tuple>

std::tuple<double, double> float_to_tuple(const std::string& test_str) {
    std::stringstream ss(test_str);
    std::string item;
    std::vector<double> values;

    while (std::getline(ss, item, , )) {
        values.push_back(std::stod(item));
    }

    return std::make_tuple(values[0], values[1]);
}
```",894,"[assert(float_to_tuple(""1.2, 1.3, 2.3, 2.4, 6.5"") == std::make_tuple(1.2f, 1.3f, 2.3f, 2.4f, 6.5f));, assert(float_to_tuple(""2.3, 2.4, 5.6, 5.4, 8.9"") == std::make_tuple(2.3f, 2.4f, 5.6f, 5.4f, 8.9f));, assert(float_to_tuple(""0.3, 0.5, 7.8, 9.4"") == std::make_tuple(0.3f, 0.5f, 7.8f, 9.4f));]"
894,This is  a function to find the maximum sum of subsequences of given array with no adjacent elements.,"```
#include <vector>
#include <algorithm>

std::pair<int, int> max_sum_subseq(const std::vector<int>& A) {
    int n = A.size();
    if (n == 1) {
        return {A[0], 0};
    }
    std::vector<int> look_up(n);
    look_up[0] = A[0];
    look_up[1] = std::max(A[0], A[1]);
    for (int i = 2; i < n; ++i) {
        look_up[i] = std::max(look_up[i - 1], look_up[i - 2] + A[i]);
        look_up[i] = std::max(look_up[i], A[i]);
    }
    return {look_up[n - 1], 0}; // Returning second value as 0 since its not used
}
```",895,"[assert(max_sum_subseq({1, 2, 9, 4, 5, 0, 4, 11, 6}) == 26);, assert(max_sum_subseq({1, 2, 9, 5, 6, 0, 5, 12, 7}) == 28);, assert(max_sum_subseq({1, 3, 10, 5, 6, 0, 6, 14, 21}) == 44);]"
895,This is  a function to sort a list in increasing order by the last element in each tuple from a given list of non-empty tuples.,"```
#include <iostream>
#include <vector>
#include <algorithm>
#include <cassert>

std::vector<std::pair<int, int>> sort_list_last(std::vector<std::pair<int, int>> &pairs) {
    std::sort(pairs.begin(), pairs.end(), [](const std::pair<int, int> &a, const std::pair<int, int> &b) {
        return a.second < b.second;
    });
    return pairs;
}```",896,"[assert(sort_list_last({{2, 5}, {1, 2}, {4, 4}, {2, 3}, {2, 1}}) == std::vector<std::pair<int, int>>{{2, 1}, {1, 2}, {2, 3}, {4, 4}, {2, 5}});, assert(sort_list_last({{9, 8}, {4, 7}, {3, 5}, {7, 9}, {1, 2}}) == std::vector<std::pair<int, int>>{{1, 2}, {3, 5}, {4, 7}, {9, 8}, {7, 9}});, assert(sort_list_last({{20, 50}, {10, 20}, {40, 40}}) == std::vector<std::pair<int, int>>{{10, 20}, {40, 40}, {20, 50}});]"
896,This is  a C++ function to check whether the word is present in a given sentence or not.,"```
#include <string>
#include <vector>
#include <sstream>

bool is_Word_Present(const std::string& sentence, const std::string& word) {
    std::istringstream iss(sentence);
    std::string token;
    while (iss >> token) {
        if (token == word) {
            return true;
        }
    }
    return false;
}
```",897,"[assert(is_Word_Present(""machine learning"", ""machine"") == true);, assert(is_Word_Present(""easy"", ""fun"") == false);, assert(is_Word_Present(""C++ language"", ""code"") == false);]"
897,"This is  a function to extract specified number of elements from a given list, which follow each other continuously.","```
#include <vector>

std::vector<int> extract_elements(const std::vector<int>& arr, int n) {
    std::vector<int> result;
    for (const auto& element : arr) {
        if (element == n) {
            result.push_back(element);
        }
    }
    return result;
}```",898,"[assert((extract_elements({ 1, 1, 3, 4, 4, 5, 6, 7 }, 4) == std::vector<int>{4, 4}));, assert((extract_elements({ 0, 1, 2, 3, 4, 4, 4, 4, 5, 7 }, 4) == std::vector<int>{4, 4, 4, 4}));, assert((extract_elements({ 0, 0, 0, 0, 0 }, 0) == std::vector<int>{0, 0, 0, 0, 0}));]"
898,This is  a C++ function to check whether an array can be sorted or not by picking only the corner elements.,"```
#include <vector>

bool check(const std::vector<int>& arr, int n) {
    int g = 0;
    for (int i = 1; i < n; i++) {
        if (arr[i] - arr[i - 1] > 0 && g == 1) {
            return false;
        }
        if (arr[i] - arr[i] < 0) {
            g = 1;
        }
    }
    return true;
}```",899,"[assert(check({3, 2, 1, 2, 3, 4}, 6) == true);, assert(check({2, 1, 4, 5, 1}, 5) == true);, assert(check({1, 2, 2, 1, 2, 3}, 6) == true);]"
899,This is  a function where a string will start with a specific number.,"```
#include <regex>
#include <string>

bool match_num(const std::string& num) {
    std::regex pattern(""^\\d-[\\d]{7}$"");
    return std::regex_match(num, pattern);
}```",900,"[assert(match_num(""5-2345861"") == true);, assert(match_num(""6-2345861"") == true);, assert(match_num(""78910"") == false);]"
901,This is  a function to combine two dictionaries by adding values for common keys.,"```
#include <iostream>
#include <map>
#include <cassert>

std::map<std::string, int> add_dict(const std::map<std::string, int>& dict1, const std::map<std::string, int>& dict2) {
    std::map<std::string, int> result = dict1;

    for (const auto& pair : dict2) {
        result[pair.first] += pair.second;
    }

    return result;
}```",902,"[assert(add_dict({{""a"", 100}, {""b"", 200}, {""c"", 300}}, {{""a"", 300}, {""b"", 200}, {""d"", 400}}) == (std::map<std::string, int>{{""b"", 400}, {""d"", 400}, {""a"", 400}, {""c"", 300}}));, assert(add_dict({{""a"", 500}, {""b"", 700}, {""c"", 900}}, {{""a"", 500}, {""b"", 600}, {""d"", 900}}) == (std::map<std::string, int>{{""b"", 1300}, {""d"", 900}, {""a"", 1000}, {""c"", 900}}));, assert(add_dict({{""a"", 900}, {""b"", 900}, {""d"", 900}}, {{""a"", 900}, {""b"", 900}, {""d"", 900}}) == (std::map<std::string, int>{{""b"", 1800}, {""d"", 1800}, {""a"", 1800}}));]"
903,This is  a function to return true if the given number is even else return false.,"```
bool even_num(int x) {
    if (x % 2 == 0) {
        return true;
    } else {
        return false;
    }
}
```",904,"[assert(even_num(13.5) == false);, assert(even_num(0) == true);, assert(even_num(-9) == false);]"
904,This is  a C++ function to find the sum of squares of binomial co-efficients.,"```
#include <iostream>
#include <cassert>

long factorial(int start, int end) {
    long res = 1;
    for (int i = start; i <= end; i++) {
        res *= i;
    }
    return res;
}

int sumOfSquare(int n) {
    return static_cast<int>(factorial(n + 1, 2 * n) / factorial(1, n));
}```",905,"[assert(sumOfSquare(4) == 70);, assert(sumOfSquare(5) == 252);, assert(sumOfSquare(2) == 6);]"
905,"This is  a function to extract year, month and date from a url by using regex.","```
#include <iostream>
#include <regex>
#include <string>
#include <array>


std::array<std::string, 3> extractDate(const std::string& url) {
    std::regex pattern(""/(\\d{4})/(\\d{1,2})/(\\d{1,2})/"");
    std::smatch matcher;

    std::array<std::string, 3> dates = { """", """", """" };
    if (std::regex_search(url, matcher, pattern)) {
        dates[0] = matcher[1].str();
        dates[1] = (matcher[2].str().length() == 1) ? ""0"" + matcher[2].str() : matcher[2].str();
        dates[2] = (matcher[3].str().length() == 1) ? ""0"" + matcher[3].str() : matcher[3].str();
    }
    return dates;
}```",906,"[assert((extractDate(""https://www.washingtonpost.com/news/football-insider/wp/2016/09/02/odell-beckhams-fame-rests-on-one-stupid-little-ball-josh-norman-tells-author/"") == std::array<std::string, 3>{""2016"", ""09"", ""02""}));, assert((extractDate(""https://www.indiatoday.in/movies/celebrities/story/wp/2020/11/03/odeof-sushant-singh-rajput-s-death-his-brother-in-law-shares-advice-for-fans-1749646/"") == std::array<std::string, 3>{""2020"", ""11"", ""03""}));, assert((extractDate(""https://economictimes.indiatimes.com/news/economy/2020/12/29/finance/pension-assets-under-pfrda-touch-rs-5-32-lakh-crore/articleshow/79736619.cms"") == std::array<std::string, 3>{""2020"", ""12"", ""29""}));]"
906,This is  a function to print the first n lucky numbers.,"```
std::vector<int> luckyNum(int n) {
    std::vector<int> list(n * n + 9);
    for (int i = 0; i < list.size(); i++) {
        list[i] = -1 + 2 * i;
    }

    int i = 2;
    while (i < list.size()) {
        std::unordered_set<int> set(list.begin(), list.end());

        int step = list[i];
        for (int j = i; j < list.size(); j++) {
            if (list[j] % step == 0) {
                set.erase(list[j]);
            }
        }

        list.assign(set.begin(), set.end());
        std::sort(list.begin(), list.end());
        i++;
    }

    return std::vector<int>(list.begin() + 1, list.begin() + n + 1);
}```",907,"[assert((luckyNum(10) == std::vector<int>{1, 5, 11, 17, 23, 29, 37, 43, 53, 59}));, assert((luckyNum(5) == std::vector<int>{1, 5, 11, 17, 23}));, assert((luckyNum(8) == std::vector<int>{1, 5, 11, 17, 23, 29, 37, 43}));]"
907,This is  a function to find the fixed point in the given array.,"```
#include <iostream>
#include <cassert>
#include <vector>

int findFixedPoint(const std::vector<int>& arr, int n) {
    for (int i = 0; i < n; i++) {
        if (arr[i] == i) {
            return i;
        }
    }
    return -1;
}```",908,"[assert(findFixedPoint({ -10, -1, 0, 3, 10, 11, 30, 50, 100 }, 9) == 3);, assert(findFixedPoint({ 1, 2, 3, 4, 5, 6, 7, 8 }, 8) == -1);, assert(findFixedPoint({ 0, 2, 5, 8, 17 }, 5) == 0);]"
908,This is  a function to find the previous palindrome of a specified number.,"```
#include <iostream>
#include <string>

std::pair<int, int> previous_palindrome(int num) {
    for (int x = num - 1; x > 0; --x) {
        std::string str_x = std::to_string(x);
        std::string rev_str_x = std::string(str_x.rbegin(), str_x.rend());
        if (str_x == rev_str_x) {
            return {x, 0}; // Assuming we want to match the return type
        }
    }
    return {0, 0}; // If no palindrome is found
}
```",909,"[assert(previous_palindrome(99) == 88);, assert(previous_palindrome(1221) == 1111);, assert(previous_palindrome(120) == 111);]"
909,This is  a function to validate a gregorian date.,"```
#include <iostream>
#include <stdexcept>

bool check_date(int m, int d, int y) {
    try {
        // Check if the month, day, and year are valid
        if (m < 1 || m > 12) throw std::invalid_argument(""Invalid month"");
        if (d < 1 || d > 31) throw std::invalid_argument(""Invalid day"");
        if (y < 1) throw std::invalid_argument(""Invalid year"");

        // Check for days in month
        if ((m == 4 || m == 6 || m == 9 || m == 11) && d > 30) throw std::invalid_argument(""Invalid day"");
        if (m == 2) {
            if ((y % 4 == 0 && y % 100 != 0) || (y % 400 == 0)) {
                // Leap year
                if (d > 29) throw std::invalid_argument(""Invalid day"");
            } else {
                if (d > 28) throw std::invalid_argument(""Invalid day"");
            }
        }

        return true;
    } catch (const std::invalid_argument&) {
        return false;
    }
}
```",910,"[assert(check_date(11, 11, 2002) == true);, assert(check_date(13, 11, 2002) == false);, assert(check_date(""11"", ""11"", ""2002"") == true);]"
910,This is  a function to compute maximum product of three numbers of a given array of integers using heap queue algorithm.,"```
#include <vector>
#include <algorithm>
#include <queue>

int maximum_product(std::vector<int>& nums) {
    std::vector<int> a(nums);
    std::vector<int> b(nums);
    std::sort(a.begin(), a.end(), std::greater<int>());
    std::sort(b.begin(), b.end());
    
    return std::max(a[0] * a[1] * a[2], a[0] * b[0] * b[1]);
}
```",911,"[assert(maximum_product({12, 74, 9, 50, 61, 41}) == 225700);, assert(maximum_product({25, 35, 22, 85, 14, 65, 75, 25, 58}) == 414375);, assert(maximum_product({18, 14, 10, 9, 8, 7, 9, 3, 2, 4, 1}) == 2520);]"
911,"This is  a function to find ln, m lobb number.","```
#include <vector>

int binomial_coeff(int n, int k) {
    std::vector<std::vector<int>> C(n + 1, std::vector<int>(k + 1, 0));
    for (int i = 0; i <= n; i++) {
        for (int j = 0; j <= std::min(i, k); j++) {
            if (j == 0 || j == i) {
                C[i][j] = 1;
            } else {
                C[i][j] = C[i - 1][j - 1] + C[i - 1][j];
            }
        }
    }
    return C[n][k];
}

double lobb_num(int n, int m) {
    return static_cast<double>((2 * m + 1) * binomial_coeff(2 * n, m + n)) / (m + n + 1);
}
```",912,"[assert(int(lobb_num(5, 3)) == 35);, assert(int(lobb_num(3, 2)) == 5);, assert(int(lobb_num(4, 2)) == 20);]"
912,This is  a function to check for a number at the end of a string.,"```
#include <regex>
#include <string>

bool end_num(const std::string& str) {
    std::regex text("".*[0-9]$"");
    return std::regex_match(str, text);
}
```",913,"[assert(end_num(""abcdef"") == false);, assert(end_num(""abcdef7"") == true);, assert(end_num(""abc"") == false);]"
913,This is  a C++ function to check whether the given string is made up of two alternating characters or not.,"```
#include <string>

bool is_Two_Alter(const std::string& s) {
    for (size_t i = 0; i < s.length() - 2; ++i) {
        if (s[i] != s[i + 2]) {
            return false;
        }
    }
    if (s[0] == s[1]) {
        return false;
    }
    return true;
}
```",914,"[assert(is_Two_Alter(""abab"") == true);, assert(is_Two_Alter(""aaaa"") == false);, assert(is_Two_Alter(""xyz"") == false);]"
915,This is  a function to find if there is a triplet in the array whose sum is equal to a given value.,"```
#include <iostream>
#include <vector>
#include <cassert>

std::vector<int> findTripletArray(const std::vector<int>& A, int arrSize, int sum) {
    for (int i = 0; i < arrSize - 2; i++) {
        for (int j = i + 1; j < arrSize - 1; j++) {
            for (int k = j + 1; k < arrSize; k++) {
                if (A[i] + A[j] + A[k] == sum) {
                    return { A[i], A[j], A[k] };
                }
            }
        }
    }
    return {};  // Return an empty vector if no triplet is found
}```",916,"[assert((findTripletArray({ 1, 4, 45, 6, 10, 8 }, 6, 22) == std::vector<int>{4, 10, 8}));, assert((findTripletArray({ 12, 3, 5, 2, 6, 9 }, 6, 24) == std::vector<int>{12, 3, 9}));, assert((findTripletArray({ 1, 2, 3, 4, 5 }, 5, 9) == std::vector<int>{1, 3, 5}));]"
916,This is  a function to find the sequences of one upper case letter followed by lower case letters.,"```
#include <iostream>
#include <regex>
#include <string>

std::string text_uppercase_lowercase(const std::string& text) {
    std::regex patterns(""[A-Z]+[a-z]+$"");
    if (std::regex_search(text, patterns)) {
        return ""Found a match!"";
    } else {
        return ""Not matched!"";
    }
}
```",917,"[assert(text_uppercase_lowercase(""AaBbGg"") == ""Found a match!"");, assert(text_uppercase_lowercase(""aA"") == ""Not matched!"");, assert(text_uppercase_lowercase(""C++"") == ""Not matched!"");]"
918,This is  a C++ function to multiply all items in the list.,"```
#include <vector>

int multiply_list(const std::vector<int> items) {
    int tot = 1;
    for (int x : items) {
        tot *= x;
    }
    return tot;}
```",919,"[assert(multiply_list({1, -2, 3}) == -6);, assert(multiply_list({1, 2, 3, 4}) == 24);, assert(multiply_list({3, 1, 2, 3}) == 18);]"
919,This is  a function to remove all tuples with all none values in the given tuple list.,"```
#include <iostream>
#include <vector>
#include <cassert>
#include <sstream>

std::string removeTuple(const std::vector<std::vector<int>>& objects) {
    std::vector<std::vector<int>> res;
    
    for (const auto& sub : objects) {
        bool allNull = true;
        
        for (const auto& ele : sub) {
            if (ele != 0) {  // Assuming 0 as the representation of null
                allNull = false;
                break;
            }
        }
        
        if (!allNull) {
            res.push_back(sub);
        }
    }
    
    // Convert result to string for comparison
    std::stringstream ss;
    ss << ""["";
    for (size_t i = 0; i < res.size(); ++i) {
        ss << ""["";
        for (size_t j = 0; j < res[i].size(); ++j) {
            ss << res[i][j];
            if (j != res[i].size() - 1) ss << "", "";
        }
        ss << ""]"";
        if (i != res.size() - 1) ss << "", "";
    }
    ss << ""]"";
    
    return ss.str();
}```",920,"[ assert(removeTuple({{0, 2}, {0, 0}, {3, 4}, {12, 3}, {0}}) == ""[[0, 2], [3, 4], [12, 3]]"");,

   
    assert(removeTuple({{0, 0}, {0, 0}, {3, 6}, {17, 3}, {0, 1}}) == ""[[3, 6], [17, 3], [0, 1]]"");,

    
    assert(removeTuple({{1, 2}, {2, 0}, {3, 0}, {24, 3}, {0, 0}}) == ""[[1, 2], [2, 0], [3, 0], [24, 3]]"");]"
920,This is  a function to perform chunking of tuples each of size n.,"```
#include <iostream>
#include <vector>
#include <tuple>

std::vector<std::vector<int>> chunk_tuples(const std::vector<int>& input, int chunk_size) {
    std::vector<std::vector<int>> result;
    for (size_t i = 0; i < input.size(); i += chunk_size) {
        std::vector<int> chunk(input.begin() + i, input.begin() + std::min(i + chunk_size, input.size()));
        result.push_back(chunk);
    }
    return result;
}```",921,"[assert((chunk_tuples({ 10, 4, 5, 6, 7, 6, 8, 3, 4 }, 3) == std::vector<std::vector<int>>{ {10, 4, 5}, { 6, 7, 6 }, { 8, 3, 4 }}));, assert((chunk_tuples({ 1, 2, 3, 4, 5, 6, 7, 8, 9 }, 2) == std::vector<std::vector<int>>{ {1, 2}, { 3, 4 }, { 5, 6 }, { 7, 8 }, { 9 }}));, assert((chunk_tuples({ 11, 14, 16, 17, 19, 21, 22, 25 }, 4) == std::vector<std::vector<int>>{ {11, 14, 16, 17}, { 19, 21, 22, 25 }}));]"
921,This is  a function to find a pair with the highest product from a given array of integers.,"```
#include <iostream>
#include <vector>
#include <cassert>

std::vector<int> maxProduct(const std::vector<int>& arr) {
    int arrLen = arr.size();
    if (arrLen < 2) {
        return {};
    }

    int x = arr[0], y = arr[1];
    for (int i = 0; i < arrLen; i++) {
        for (int j = i + 1; j < arrLen; j++) {
            if (arr[i] * arr[j] > x * y) {
                x = arr[i];
                y = arr[j];
            }
        }
    }

    return { x, y };
}```",922,"[assert((maxProduct({ 1, 2, 3, 4, 7, 0, 8, 4 }) == std::vector<int>{7, 8}));, assert((maxProduct({ 0, -1, -2, -4, 5, 0, -6 }) == std::vector<int>{-4, -6}));, assert((maxProduct({ 1, 3, 5, 6, 8, 9 }) == std::vector<int>{8, 9}));]"
922,This is  a function to find the length of the shortest string that has both str1 and str2 as subsequences.,"```
#include <string>
#include <algorithm>

int super_seq(const std::string& X, const std::string& Y, int m, int n) {
    if (m == 0)
        return n;
    if (n == 0)
        return m;
    if (X[m - 1] == Y[n - 1])
        return 1 + super_seq(X, Y, m - 1, n - 1);
    return 1 + std::min(super_seq(X, Y, m - 1, n), super_seq(X, Y, m, n - 1));
}```",923,"[assert(super_seq(""AGGTAB"", ""GXTXAYB"", 6, 7) == 9);, assert(super_seq(""feek"", ""eke"", 4, 3) == 5);, assert(super_seq(""PARRT"", ""RTA"", 5, 3) == 6);]"
923,This is  a function to find maximum of two numbers.,"```
int max_of_two(int x, int y) {
    if (x > y) {
        return x;
    }
    return y;
}
```",924,"[assert(max_of_two(10, 20) == 20);, assert(max_of_two(19, 15) == 19);, assert(max_of_two(-10, -20) == -10);]"
924,This is  a C++ function to calculate the product of all the numbers of a given tuple.,"```

#include <iostream>
#include <vector>
#include <cassert>

// Function to calculate the product of numbers in a vector
int multiple_tuple(const std::vector<int>& nums) {
    int product = 1;
    for (int x : nums) {
        product *= x;
    }
    return product;
}```",925,"[assert(multiple_tuple({ 4, 3, 2, 2, -1, 18 }) == -864);, assert(multiple_tuple({ 1, 2, 3 }) == 6);, assert(multiple_tuple({ -2, -4, -6 }) == -48);]"
925,This is  a function to find n-th rencontres number.,"```
#include <iostream>
using namespace std;

int binomial_coeffi(int n, int k) {
    if (k == 0 || k == n) 
        return 1;
    return binomial_coeffi(n - 1, k - 1) + binomial_coeffi(n - 1, k);
}

int rencontres_number(int n, int m) {
    if (n == 0 && m == 0) 
        return 1;
    if (n == 1 && m == 0) 
        return 0;
    if (m == 0) 
        return (n - 1) * (rencontres_number(n - 1, 0) + rencontres_number(n - 2, 0));
    return binomial_coeffi(n, m) * rencontres_number(n - m, 0);
}
```",926,"[assert(rencontres_number(7, 2) == 924);, assert(rencontres_number(3, 0) == 2);, assert(rencontres_number(3, 1) == 3);]"
926,This is  a function to calculate the height of the given binary tree.,"```
#include <algorithm>

int calculateHeight(const int* arr, int index, int arrLength) {
    if (index >= arrLength || arr[index] == 0) {
        return 0;
    }
    return std::max(calculateHeight(arr, 2 * index + 1, arrLength), calculateHeight(arr, 2 * index + 2, arrLength)) + 1;
}```",927,"[assert(calculateHeight(new int[7] {1, 2, 3, 4, 0, 0, 0}, 0, 7) == 3);, assert(calculateHeight(new int[31] {1, 2, 3, 4, 5, 0, 6, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8}, 0, 31) == 5);, assert(calculateHeight(new int[15] {1, 2, 3, 4, 5, 0, 6, 0, 0, 0, 0, 0, 0, 0, 7}, 0, 15) == 4);]"
